transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,flavor,pack_size,unit_price,unit_cost,is_gluten_free,is_artisan,bake_type,shelf_life_days,calories_per_unit,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1176338-101,2024-11-03,S0076,North, MINNEAPOLIS ,InStore,VendorC,1176338,11,Credit,B00028,SKU-B00186-F9W7,Bakery,3,0,0,25.4,1,Cookies,Lemon,4,10.11,6.86,0,0,Vendor baked,4,60,12,1,10.11,30.33,20.58,9.75
T1103696-102,2024-02-16,S0106,South,Atlanta,Online,VendorD,1103696,7,Credit,B00002,SKU-B00002-HYH4,Bakery,3,0,0,14.0,0,Cookies,Vanilla,12,13.97,9.09,0,1,Vendor baked,1,262,8,1,13.97,41.91,27.27,14.64
T1800586-103,2024-04-05,S0006,West,Los Angeles,InStore,LocalCoop,1800586,6,Credit,B00114,SKU-B00114-TX4G,Bakery,2,1,15,16.6,0,Tortilla Pack,Almond,6,2.6,1.9,0,0,In-store baked,3,162,11,0,2.21,4.42,3.8,0.62
T1053826-104,2024-04-04,S0006,East,Philadelphia,InStore,VendorD,1053826,5,Debit,B00136,SKU-B00136-GJA6,Bakery,3,1,5,21.0,0,Cookies,Blueberry,1,4.18,2.33,0,0,In-store baked,4,336,10,0,3.97,11.91,6.99,4.92
T1138530-105,2024-05-18,S0092,South,Charlotte,InStore,VendorA,1138530,4,Credit,B00069,SKU-B00069-G4UF,Bakery,4,0,0,3.3,1,Donut,Raspberry,8,4.21,2.57,0,0,Vendor baked,3,309,10,1,4.21,16.84,10.28,6.56
T1056514-106,2024-01-02,S0082,West,San Jose,InStore,VendorC,1056514,5,GiftCard,B00072,SKU-B00072-TXIC,Bakery,1,0,0,8.2,0,Cinnamon Roll,Vanilla,1,9.75,5.77,0,0,Vendor baked,2,247,8,0,9.75,9.75,5.77,3.98
T1279106-107,2024-06-06,S0083,East,Philadelphia,InStore,VendorC,1279106,5,Cash,B00071,SKU-B00071-KPN2,Bakery,5,0,0,5.4,0,Sourdough Loaf,Strawberry,2,10.82,6.04,0,0,In-store baked,7,170,11,1,10.82,54.1,30.2,23.9
T1159598-108,2024-05-19,S0025,East,Boston,InStore,LocalCoop,1159598,6,MobilePay,B00210,SKU-B00210-IEUL,Bakery,2,0,0,2.8,1,Brioche,Cheese,12,5.75,3.5,0,0,Vendor baked,4,285,5,0,5.75,11.5,7.0,4.5
T1055176-109,2024-08-02,S0108,Central,Kansas City,InStore,RegionalFoods,1055176,11,GiftCard,B00085,SKU-B00085-A7VY,Bakery,4,0,0,15.3,0,Brioche,Lemon,1,7.79,5.63,0,0,In-store baked,3,234,14,0,7.79,31.16,22.52,8.64
T1138690-110,2024-07-29,S0062,West,Los Angeles,Online,NationalSupply,1138690,5,Debit,B00156,SKU-B00156-54O4,Bakery,4,1,15,32.7,0,Cake Slice,Maple,2,8.33,4.61,0,1,Vendor baked,3,201,14,0,7.08,28.32,18.44,9.88
T1719417-111,2024-04-12,S0114,North,Minneapolis,InStore,RegionalFoods,1719417,5,Debit,B00033,SKU-B00033-WGEU,Bakery,3,1,20,11.8,0,Sourdough Loaf,Strawberry,2,9.15,6.99,0,0,In-store baked,7,395,9,0,7.32,21.96,20.97,0.99
T1652033-112,2024-06-05,S0036,West,San Jose,InStore,VendorD,1652033,6,Cash,B00072,SKU-B00072-TXIC,Bakery,2,0,0,18.1,0,Cake Slice,Vanilla,1,7.9,4.52,0,0,Vendor baked,4,181,10,1,7.9,15.8,9.04,6.76
T1430966-113,2024-07-03,S0055,South,Charlotte,Pickup,VendorD,1430966,6,Debit,B00099,SKU-B00099-O3OU,Bakery,7,0,0,7.5,0,Croissant,Pumpkin,8,10.91,7.66,0,0,Vendor baked,5,260,13,1,10.91,76.37,53.62,22.75
T1835541-114,2024-11-01,S0095,Central,Nashville,Pickup,RegionalFoods,1835541,9,Credit,B00135,SKU-B00135-0C4E,Bakery,5,0,0,10.5,0,Tortilla Pack,Cheese,2,10.2,7.78,0,0,In-store baked,3,380,9,1,10.2,51.0,38.9,12.1
T1544760-115,2024-01-29,S0047,East,Boston,InStore,RegionalFoods,1544760,15,Debit,B00030,SKU-B00030-GYHV,Bakery,2,0,0,13.5,0,Brioche,Blueberry,12,9.03,5.97,0,1,In-store baked,1,351,7,0,9.03,18.06,11.94,6.12
T1109699-116,2024-08-13,S0013,South,Dallas,InStore,VendorD,1109699,5,Credit,B00094,SKU-B00107-NH2F,Bakery,6,0,0,-0.2,0,Cinnamon Roll,Cinnamon,12,3.1,2.46,0,0,Vendor baked,6,175,16,0,3.1,18.6,14.76,3.84
T1474388-117,2024-01-30,S0002,North,Chicago,InStore,VendorA,1474388,11,Debit,B00018,SKU-B00018-M83Y,Bakery,5,0,0,18.2,0,Pita,Almond,6,3.43,2.27,0,1,In-store baked,3,362,11,1,3.43,17.15,11.35,5.8
T1658197-118,2024-04-07,S0043,South,Charlotte,InStore,VendorC,1658197,15,Credit,B00055,SKU-B00055-DZ5S,Bakery,1,0,0,31.3,1,Tortilla Pack,Almond,1,8.26,4.88,0,0,In-store baked,2,327,7,0,8.26,8.26,4.88,3.38
T1842522-119,2024-06-11,S0092,North,Minneapolis,InStore,VendorA,1842522,4,Debit,B00198,SKU-B00198-YSVU,Bakery,4,0,0,24.1,0,Cinnamon Roll,Chocolate,2,3.9,2.34,0,0,Vendor baked,7,273,14,1,3.9,15.6,9.36,6.24
T1176615-120,2024-10-23,S0098,East,New York,InStore,VendorC,1176615,7,Credit,B00211,SKU-B00211-X5M2,Bakery,4,0,0,19.0,0,Focaccia,Chocolate,12,8.51,6.2,0,0,In-store baked,3,194,9,1,8.51,34.04,24.8,9.24
T1178772-121,2024-05-03,S0055,Central,Kansas City,InStore,VendorD,1178772,3,GiftCard,B00141,SKU-B00141-GM5Y,Bakery,5,1,20,15.2,0,Tortilla Pack,Maple,12,12.74,8.91,0,1,In-store baked,2,268,16,1,10.19,50.95,44.55,6.4
T1766398-122,2024-07-01,S0008,West,San Jose,InStore,VendorD,1766398,8,Debit,B00005,SKU-B00005-6PPI,Bakery,1,1,20,16.0,0,Tortilla Pack,Cinnamon,4,1.37,0.99,0,0,Vendor baked,7,299,16,2,1.1,1.1,0.99,0.11
T1305135-123,2024-07-30,S0095,South,Atlanta,InStore,RegionalFoods,1305135,5,MobilePay,B00125,SKU-B00125-VB8T,Bakery,2,0,0,15.7,0,Baguette,Raspberry,6,1.79,1.04,0,1,In-store baked,2,291,4,0,1.79,3.58,2.08,1.5
T1243286-124,2024-10-04,S0078,West,San Diego,InStore,VendorB,1243286,8,Debit,B00024,SKU-B00024-HPHZ,Bakery,1,0,0,-1.0,0,Brownie,Maple,1,9.97,6.76,0,0,Vendor baked,5,215,7,0,9.97,9.97,6.76,3.21
T1825512-125,2024-05-24,S0075,North,Minneapolis,InStore,VendorD,1825512,7,Cash,B00167,SKU-B00167-SJ6S,Bakery,5,0,0,-1.1,0,Focaccia,Blueberry,1,5.72,3.82,0,1,Vendor baked,1,80,11,1,5.72,28.6,19.1,9.5
T1953803-126,2024-07-26,S0082,West,Las Vegas,Online,LocalCoop,1953803,10,Debit,B00150,SKU-B00150-X4OP,Bakery,2,1,20,21.5,0,Cake Slice,Maple,1,8.42,5.74,0,0,In-store baked,5,196,10,0,6.74,13.48,11.48,2.0
T1190927-127,2024-11-03,S0017,South,Orlando,Pickup,VendorA,1190927,11,Credit,B00154,SKU-B00154-CT16,Bakery,6,0,0,4.3,1,Cake Slice,Pumpkin,12,7.6,4.39,0,0,In-store baked,3,250,17,1,7.6,45.6,26.34,19.26
T1684561-128,2024-06-09,S0017,South,Orlando,InStore,NationalSupply,1684561,6,Credit,B00131,SKU-B00214-CP7C,Bakery,4,1,15,24.1,1,Muffin,Strawberry,4,8.2,5.82,0,0,In-store baked,5,324,11,0,6.97,27.88,23.28,4.6
T1900457-129,2024-12-09,S0058,North,Columbus,InStore,VendorB,1900457,5,Cash,B00182,SKU-B00182-0AP0,Bakery,5,0,0,22.2,0,Sourdough Loaf,Strawberry,2,3.93,2.93,0,0,In-store baked,2,174,15,0,3.93,19.65,14.65,5.0
T1249835-130,2024-05-24,S0109,West,Las Vegas,InStore,LocalCoop,1249835,8,Cash,B00074,SKU-B00074-CTL6,Bakery,2,1,20,21.9,0,Cupcake,Almond,1,6.65,4.99,0,0,Vendor baked,6,340,8,0,5.32,10.64,9.98,0.66
T1874824-131,2024-06-07,S0008,North,Chicago,Pickup,RegionalFoods,1874824,7,Credit,B00058,SKU-B00058-9RCF,Bakery,2,1,10,10.3,0,Cupcake,Cinnamon,1,8.43,6.56,0,0,Vendor baked,2,230,6,0,7.59,15.18,13.12,2.06
T1522519-132,2024-01-09,S0078,West,San Diego,InStore,LocalCoop,1522519,6,Credit,B00176,SKU-B00176-2ZXE,Bakery,4,0,0,21.4,0,Cupcake,Lemon,4,9.68,7.55,0,0,Vendor baked,5,295,9,0,9.68,38.72,30.2,8.52
T1412238-133,2024-07-14,S0032,Central,Cleveland,InStore,RegionalFoods,1412238,6,MobilePay,B00023,SKU-B00023-62TJ,Bakery,2,0,0,-1.2,1,Tortilla Pack,Raspberry,6,8.8,6.28,0,0,In-store baked,7,103,12,0,8.8,17.6,12.56,5.04
T1300271-134,2024-06-20,S0094,South,Dallas,InStore,VendorC,1300271,5,Credit,B00094,SKU-B00107-NH2F,Bakery,4,0,0,-0.7,0,Baguette,Raspberry,4,3.53,2.65,0,0,In-store baked,4,258,14,0,3.53,14.12,10.6,3.52
T1205956-135,2024-05-31,S0047,West,San Diego,Delivery,VendorD,1205956,10,MobilePay,B00010,SKU-B00010-BC3X,Bakery,2,0,0,6.6,0,Brownie,Raspberry,2,7.75,5.91,0,0,Vendor baked,7,268,7,1,7.75,15.5,11.82,3.68
T1088764-136,2024-08-16,S0025,West,Los Angeles,InStore,VendorB,1088764,5,Cash,B00042,SKU-B00042-GHKV,Bakery,1,0,0,-6.6,0,Sourdough Loaf,Cinnamon,1,6.24,4.69,0,0,In-store baked,4,298,11,1,6.24,6.24,4.69,1.55
T1727608-137,2024-07-19,S0096,North,Minneapolis,InStore,VendorA,1727608,4,Cash,B00183,SKU-B00183-M39L,Bakery,3,0,0,18.8,0,Bagel,Cinnamon,2,6.84,5.09,0,0,In-store baked,6,240,7,1,6.84,20.52,15.27,5.25
T1500417-138,2024-12-12,S0030,South,Houston,InStore,VendorB,1500417,2,Credit,B00068,SKU-B00068-8BRK,Bakery,3,0,0,17.5,0,Donut,Cheese,6,8.84,6.47,1,0,In-store baked,5,382,9,0,8.84,26.52,19.41,7.11
T1770660-139,2024-05-28,S0075,East,New York,Pickup,VendorD,1770660,7,MobilePay,B00118,SKU-B00118-XJKK,Bakery,3,1,30,22.1,0,Brownie,Pumpkin,2,2.81,1.57,1,0,In-store baked,4,312,7,0,1.97,5.91,4.71,1.2
T1549212-140,2024-06-08,S0040,South,Orlando,InStore,VendorB,1549212,8,Debit,B00097,SKU-B00097-VUM6,Bakery,3,0,0,27.1,1,Brownie,Cheese,12,8.46,4.76,0,0,In-store baked,2,389,10,0,8.46,25.38,14.28,11.1
T1195945-141,2024-10-24,S0070,West,Phoenix,Online,VendorC,1195945,7,Debit,B00085,SKU-B00085-A7VY,Bakery,2,1,5,1.9,0,Bagel,Almond,2,4.48,3.33,0,0,Vendor baked,3,223,14,0,4.26,8.52,6.66,1.86
T1904268-142,2024-06-26,S0056,South,Atlanta,InStore,VendorB,1904268,8,Credit,B00046,SKU-B00046-FE0M,Bakery,4,0,0,3.0,0,Cinnamon Roll,Maple,6,,3.9,0,0,In-store baked,6,258,12,0,6.79,27.16,15.6,11.56
T1099053-143,2024-04-01,S0110,East,Philadelphia,InStore,NationalSupply,1099053,9,Debit,B00109,SKU-B00109-OH7S,Bakery,1,0,0,12.0,0,Muffin,Strawberry,1,12.24,8.07,0,1,Vendor baked,1,320,9,0,12.24,12.24,8.07,4.17
T1895705-144,2024-07-08,S0046,East,Baltimore,Online,VendorB,1895705,10,GiftCard,B00198,SKU-B00198-YSVU,Bakery,5,0,0,20.6,0,Croissant,Pumpkin,2,6.75,5.13,0,0,Vendor baked,7,355,13,0,6.75,33.75,25.65,8.1
T1779784-145,2024-07-04,S0024,North,Chicago,InStore,VendorB,1779784,8,Debit,B00077,SKU-B00077-IVF7,Bakery,1,1,10,24.4,0,Cinnamon Roll,Pumpkin,2,5.11,3.99,0,0,Vendor baked,5,202,10,1,4.6,4.6,3.99,0.61
T1624176-146,2024-05-29,S0022,East,New York,InStore,LocalCoop,1624176,6,Credit,B00126,SKU-B00126-Y92J,Bakery,5,1,20,3.2,0,Pita,Cinnamon,1,5.05,3.64,0,0,In-store baked,5,293,18,0,4.04,20.2,18.2,2.0
T1376298-147,2024-07-13,S0039,Central,Cleveland,InStore,VendorD,1376298,9,Credit,B00181,SKU-B00181-4Q7S,Bakery,4,0,0,0.5,1,Sandwich Bread,Chocolate,8,4.57,3.18,0,1,In-store baked,3,332,12,1,4.57,18.28,12.72,5.56
T1811093-148,2024-07-30,S0068,South,Houston,Pickup,VendorC,1811093,3,Credit,B00023,SKU-B00023-62TJ,Bakery,5,0,0,1.7,0,Cookies,Strawberry,6,8.54,4.7,0,0,Vendor baked,3,209,12,2,8.54,42.7,23.5,19.2
T1182103-149,2024-12-21,S0120,South,Charlotte,InStore,NationalSupply,1182103,10,GiftCard,B00055,SKU-B00055-DZ5S,Bakery,3,0,0,11.0,1,Focaccia,Almond,8,8.65,6.59,0,0,In-store baked,4,218,10,0,8.65,25.95,19.77,6.18
T1498636-150,2024-01-26,S0073,South,Orlando,Online,NationalSupply,1498636,9,Credit,B00146,SKU-B00024-HPHZ,Bakery,1,1,25,12.6,0,Tortilla Pack,Maple,12,2.4,1.5,0,0,In-store baked,7,248,6,0,1.8,1.8,1.5,0.3
T1517556-151,2024-11-30,S0015,Central,Cleveland,InStore,VendorD,1517556,4,Credit,B00109,SKU-B00109-OH7S,Bakery,4,0,0,4.4,1,Sandwich Bread,Cheese,6,7.66,4.56,0,0,In-store baked,6,262,11,1,7.66,30.64,18.24,12.4
T1031317-152,2024-06-27,S0004,South,Charlotte,InStore,VendorB,1031317,2,Credit,B00208,SKU-B00208-MY9Y,Bakery,4,1,20,13.8,0,Cookies,Raspberry,8,11.12,7.22,0,0,In-store baked,6,241,12,0,8.9,35.6,28.88,6.72
T1918815-153,2024-05-18,S0085,Central,Denver,InStore,VendorB,1918815,6,MobilePay,B00019,SKU-B00019-LY3E,Bakery,5,1,20,37.9,1,Croissant,Lemon,6,10.24,8.14,0,1,In-store baked,2,222,10,1,8.19,40.95,40.7,0.25
T1487152-154,2024-08-11,S0079,South,Charlotte,InStore,VendorC,1487152,4,MobilePay,B00021,SKU-B00021-9530,Bakery,3,0,0,10.1,1,Croissant,Plain,1,11.14,7.73,0,0,In-store baked,2,254,8,0,11.14,33.42,23.19,10.23
T1322977-155,2024-02-12,S0020,South,Atlanta,Online,VendorC,1322977,7,Credit,B00173,SKU-B00173-N4BR,Bakery,2,0,0,7.0,0,Baguette,Maple,8,7.45,4.31,0,1,In-store baked,1,127,9,1,7.45,14.9,8.62,6.28
T1677600-156,2024-09-29,S0112,East,Philadelphia,Delivery,VendorB,1677600,12,Cash,B00007,SKU-B00119-3Z62,Bakery,2,0,0,15.9,1,Cookies,Strawberry,1,7.21,5.36,0,0,Vendor baked,2,364,11,1,7.21,14.42,10.72,3.7
T1882205-157,2024-02-04,S0100,South,Atlanta,InStore,NationalSupply,1882205,6,Credit,B00132,SKU-B00132-8YAL,Bakery,3,0,0,-2.9,1,Donut,Vanilla,4,8.31,5.97,0,0,In-store baked,7,303,13,0,8.31,24.93,17.91,7.02
T1823086-158,2024-06-06,S0025,North,Columbus,InStore,VendorA,1823086,8,Credit,B00008,SKU-B00008-WSD2,Bakery,8,0,0,2.8,0,Focaccia,Lemon,1,2.02,1.37,0,0,Vendor baked,6,397,15,0,2.02,16.16,10.96,5.2
T1557931-159,2024-03-14,S0097,South,Charlotte,InStore,RegionalFoods,1557931,9,Cash,B00185,SKU-B00185-LOV5,Bakery,2,0,0,5.4,0,Pita,Cinnamon,1,3.7,2.49,0,0,Vendor baked,2,332,12,0,3.7,7.4,4.98,2.42
T1246240-160,2024-04-20,S0037,South,Charlotte,InStore,VendorB,1246240,6,Debit,B00138, SKU-B00138-QBBA ,Bakery,4,0,0,6.2,1,Cupcake,Cheese,1,2.45,1.86,0,0,In-store baked,4,399,13,1,2.45,9.8,7.44,2.36
T1656614-161,2024-06-21,S0017,Central,Kansas City,Delivery,LocalCoop,1656614,12,GiftCard,B00180,SKU-B00180-OJMD,Bakery,2,0,0,20.3,0,Muffin,Cheese,1,11.53,8.72,0,0,In-store baked,4,375,11,1,11.53,23.06,17.44,5.62
T1995116-162,2024-01-03,S0102,South,Dallas,InStore,NationalSupply,1995116,12,Credit,B00114,SKU-B00114-TX4G,Bakery,2,0,0,24.0,0,Cookies,Almond,1,8.3,5.45,0,0,In-store baked,3,490,10,1,8.3,16.6,10.9,5.7
T1044078-163,2024-11-21,S0040,South,Orlando,InStore,VendorC,1044078,6,Credit,B00141,SKU-B00141-GM5Y,Bakery,5,0,0,27.4,0,Muffin,Cinnamon,1,7.32,4.47,0,0,Vendor baked,7,381,16,0,7.32,36.6,22.35,14.25
T1533200-164,2024-10-03,S0046,South,Atlanta,InStore,VendorB,1533200,6,GiftCard,B00063,SKU-B00063-JNHY,Bakery,1,0,0,17.6,0,Muffin,Plain,12,9.94,5.69,1,0,In-store baked,2,290,5,0,9.94,9.94,5.69,4.25
T1059706-165,2024-12-16,S0065,North,Milwaukee,InStore,VendorB,1059706,7,Credit,B00069,SKU-B00069-G4UF,Bakery,3,1,15,13.2,0,Croissant,Vanilla,1,7.95,5.53,0,0,In-store baked,2,321,11,0,6.76,20.28,16.59,3.69
T1261941-166,2024-01-29,S0018,East,Pittsburgh,Online,VendorB,1261941,5,Debit,B00002,SKU-B00002-HYH4,Bakery,3,1,20,29.8,0,Bagel,Chocolate,1,14.53,11.36,0,1,Vendor baked,2,303,7,0,11.62,34.86,34.08,0.78
T1971026-167,2024-03-05,S0039,South,Atlanta,InStore,RegionalFoods,1971026,7,Credit,B00168,SKU-B00168-3ZN0,Bakery,5,0,0,11.3,0,Cupcake,Plain,8,7.23,4.04,0,0,In-store baked,5,210,10,0,7.23,36.15,20.2,15.95
T1239282-168,2024-06-28,S0086,East,Philadelphia,Online,VendorB,1239282,11,Credit,B00049,SKU-B00090-FKEC,Bakery,4,0,0,-2.6,0,Pita,Cinnamon,12,10.42,7.93,0,0,In-store baked,7,307,11,1,10.42,41.68,31.72,9.96
T1039993-169,2024-11-09,S0097,South,Charlotte,InStore,LocalCoop,1039993,6,Cash,B00033,SKU-B00033-WGEU,Bakery,3,0,0,16.1,1,Focaccia,Blueberry,2,11.07,8.85,0,0,Vendor baked,4,163,11,0,11.07,33.21,26.55,6.66
T1699806-170,2024-04-21,S0064,East,Boston,Delivery,VendorA,1699806,12,Credit,B00035,SKU-B00085-A7VY,Bakery,2,0,0,3.6,1,Focaccia,Plain,1,4.84,2.67,0,0,Vendor baked,7,308,7,0,4.84,9.68,5.34,4.34
T1818640-171,2024-04-19,S0083,South,Charlotte,InStore,NationalSupply,1818640,8,Cash,B00199,SKU-B00199-KMCI,Bakery,3,0,0,27.7,0,Pita,Blueberry,6,4.61,3.16,1,0,In-store baked,5,222,14,0,4.61,13.83,9.48,4.35
T1883809-172,2024-11-03,S0086,South,Orlando,InStore,NationalSupply,1883809,4,Credit,B00153,SKU-B00043-WA4Q,Bakery,2,0,0,-1.6,1,Bagel,Almond,1,11.77,8.48,0,1,In-store baked,1,272,9,1,11.77,23.54,16.96,6.58
T1000131-173,2024-01-01,S0098,South,Atlanta,InStore,VendorC,1000131,8,Debit,B00063,SKU-B00063-JNHY,Bakery,3,0,0,15.4,0,Brioche,Raspberry,1,6.51,3.72,0,0,In-store baked,4,151,12,1,6.51,19.53,11.16,8.37
T1601035-174,2024-12-13,S0092,Central,Nashville,InStore,LocalCoop,1601035,7,Credit,B00021,SKU-B00021-9530,Bakery,2,0,0,3.6,0,Cupcake,Strawberry,8,4.76,3.75,0,0,In-store baked,4,198,15,2,4.76,9.52,7.5,2.02
T1164252-175,2024-03-10,S0015,North,Milwaukee,Pickup,VendorA,1164252,11,Credit,B00206,SKU-B00206-HAPX,Bakery,1,0,0,13.4,1,Brioche,Chocolate,2,1.43,0.79,0,1,Vendor baked,2,262,2,0,1.43,1.43,0.79,0.64
T1661641-176,2024-04-26,S0109,East,New York,InStore,VendorD,1661641,5,MobilePay,B00034,SKU-B00034-Y8FY,Bakery,2,1,10,11.0,0,Cinnamon Roll,Cheese,4,11.54,6.73,0,0,Vendor baked,5,206,9,0,10.39,20.78,13.46,7.32
T1586317-177,2024-04-28,S0089,South,Charlotte,Online,RegionalFoods,1586317,8,Credit,B00162,SKU-B00162-DECP,Bakery,3,0,0,5.8,1,Baguette,Chocolate,1,,2.27,0,1,Vendor baked,2,217,10,0,4.07,12.21,6.81,5.4
T1687807-178,2024-11-24,S0058,South,Dallas,InStore,VendorC,1687807,9,MobilePay,B00197,SKU-B00197-9CC4,Bakery,3,0,0,13.5,1,Brownie,Maple,1,2.88,1.62,0,0,In-store baked,5,209,12,1,2.88,8.64,4.86,3.78
T1062980-179,2024-10-27,S0120,South,Orlando,InStore,RegionalFoods,1062980,6,Credit,B00129,SKU-B00129-PLBQ,Bakery,1,0,0,15.9,1,Bagel,Pumpkin,2,5.21,2.93,0,1,In-store baked,3,324,8,0,5.21,5.21,2.93,2.28
T1031099-180,2024-05-03,S0119,South,Atlanta,InStore,VendorD,1031099,12,Debit,B00198,SKU-B00198-YSVU,Bakery,2,0,0,9.7,0,Bagel,Strawberry,6,6.39,4.87,0,0,In-store baked,7,361,4,0,6.39,12.78,9.74,3.04
T1197277-181,2024-05-04,S0060,North,Columbus,InStore,VendorD,1197277,7,Credit,B00133,SKU-B00133-4K11,Bakery,2,0,0,7.3,1,Pita,Strawberry,8,,3.84,0,1,In-store baked,1,371,9,0,5.62,11.24,7.68,3.56
T1211198-182,2024-10-24,S0008,South,Orlando,InStore,VendorD,1211198,7,Credit,B00039,SKU-B00039-71UE,Bakery,2,0,0,20.2,0,Muffin,Plain,4,7.24,5.63,0,0,In-store baked,2,252,8,0,7.24,14.48,11.26,3.22
T1905686-183,2024-04-13,S0084,South,Atlanta,InStore,LocalCoop,1905686,9,GiftCard,B00158,SKU-B00158-D6T1,Bakery,7,0,0,-5.2,1,Brownie,Maple,12,11.88,7.82,0,0,In-store baked,5,86,17,1,11.88,83.16,54.74,28.42
T1595137-184,2024-10-19,S0048,West,Las Vegas,Online,RegionalFoods,1595137,12,Credit,B00178,SKU-B00178-YD1E,Bakery,2,0,0,1.7,1,Croissant,Maple,6,10.5,7.54,0,0,Vendor baked,2,414,8,0,10.5,21.0,15.08,5.92
T1803692-185,2024-10-25,S0025,East,Pittsburgh,InStore,LocalCoop,1803692,7,Credit,B00212,SKU-B00212-1P1U,Bakery,3,1,5,5.3,0,Tortilla Pack,Strawberry,8,10.92,7.55,0,0,In-store baked,7,279,11,1,10.37,31.11,22.65,8.46
T1405315-186,2024-08-27,S0119,North,Minneapolis,Pickup,LocalCoop,1405315,3,Debit,B00163,SKU-B00163-UCMQ,Bakery,3,0,0,26.0,0,Muffin,Raspberry,2,6.31,4.1,0,0,Vendor baked,6,352,10,0,6.31,18.93,12.3,6.63
T1994277-187,2024-09-29,S0093,West,San Jose,InStore,VendorD,1994277,4,Debit,B00217,SKU-B00144-409A,Bakery,5,0,0,10.4,1,Cupcake,Raspberry,2,11.39,7.15,0,0,In-store baked,2,205,17,0,11.39,56.95,35.75,21.2
T1833530-188,2024-03-24,S0113,East,Baltimore,InStore,VendorD,1833530,6,Debit,B00012,SKU-B00012-6PF2,Bakery,5,1,25,-11.2,1,Bagel,Pumpkin,1,1.82,1.19,0,1,Vendor baked,1,290,12,0,1.36,6.8,5.95,0.85
T1099798-189,2024-07-24,S0065,East,Pittsburgh,Online,NationalSupply,1099798,6,GiftCard,B00218,SKU-B00218-D9E9,Bakery,4,0,0,25.3,0,Brownie,Almond,1,4.44,2.6,0,1,In-store baked,2,166,14,1,4.44,17.76,10.4,7.36
T1787722-190,2024-02-20,S0001,North,Detroit,InStore,VendorC,1787722,9,Debit,B00160,SKU-B00160-0STX,Bakery,3,1,20,6.5,0,Bagel,Strawberry,6,1.89,1.41,0,0,In-store baked,3,296,10,2,1.51,4.53,4.23,0.3
T1638780-191,2024-01-22,S0115,North,Columbus,Pickup,VendorD,1638780,7,GiftCard,B00084,SKU-B00084-XK7E,Bakery,3,0,0,10.5,0,Sourdough Loaf,Maple,6,5.45,3.1,0,0,Vendor baked,7,299,10,0,5.45,16.35,9.3,7.05
T1604471-192,2024-06-04,S0059,East,Philadelphia,InStore,RegionalFoods,1604471,12,Credit,B00180,SKU-B00180-OJMD,Bakery,3,0,0,13.1,0,Bagel,Chocolate,6,9.89,6.73,0,0,In-store baked,6,122,15,0,9.89,29.67,20.19,9.48
T1020558-193,2024-04-17,S0029,Central,Kansas City,InStore,RegionalFoods,1020558,11,Debit,B00019,SKU-B00019-LY3E,Bakery,2,0,0,-2.2,0,Muffin,Blueberry,1,7.11,5.07,0,0,Vendor baked,2,256,12,0,7.11,14.22,10.14,4.08
T1527227-194,2024-02-25,S0105,East,Boston,Online,VendorD,1527227,6,GiftCard,B00108,SKU-B00108-LM0W,Bakery,2,0,0,15.0,1,Muffin,Chocolate,1,10.15,6.25,0,1,Vendor baked,2,191,9,0,10.15,20.3,12.5,7.8
T1164588-195,2024-07-11,S0042,South,Houston,Delivery,NationalSupply,1164588,5,Debit,B00009,SKU-B00009-85MW,Bakery,2,0,0,2.3,0,Tortilla Pack,Raspberry,8,6.18,3.71,0,0,Vendor baked,6,339,10,1,6.18,12.36,7.42,4.94
T1898780-196,2024-11-15,S0071,North,Milwaukee,Delivery,RegionalFoods,1898780,5,MobilePay,B00052,SKU-B00052-TF99,Bakery,4,0,0,-0.0,0,Cupcake,Cheese,2,10.47,6.58,0,0,In-store baked,4,244,14,0,10.47,41.88,26.32,15.56
T1393229-197,2024-03-31,S0097,South,Houston,InStore,VendorC,1393229,6,Debit,B00048,SKU-B00048-L3ZB,Bakery,2,0,0,3.9,1,Cookies,Plain,4,6.56,3.91,1,0,In-store baked,7,166,8,1,6.56,13.12,7.82,5.3
T1508286-198,2024-03-06,S0047,North,Chicago,Pickup,VendorC,1508286,10,MobilePay,B00127,SKU-B00127-HQ8Y,Bakery,4,1,20,2.8,0,Brownie,Cheese,6,9.3,6.99,0,0,Vendor baked,4,193,12,0,7.44,29.76,27.96,1.8
T1716045-199,2024-11-13,S0001,West,Las Vegas,InStore,VendorA,1716045,12,Cash,B00125,SKU-B00125-VB8T,Bakery,3,0,0,11.5,0,Cinnamon Roll,Almond,1,11.91,9.05,0,0,Vendor baked,6,345,12,0,11.91,35.73,27.15,8.58
T1476959-200,2024-01-12,S0117,Central,Denver,InStore,LocalCoop,1476959,4,Credit,B00047,SKU-B00021-9530,Bakery,3,0,0,9.6,0,Pita,Cinnamon,6,2.76,1.93,0,0,Vendor baked,7,385,12,2,2.76,8.28,5.79,2.49
T1655143-201,2024-08-03,S0070,East,Baltimore,InStore,VendorB,1655143,11,Credit,B00025,SKU-B00025-R0VY,Bakery,3,0,0,0.0,1,Cupcake,Strawberry,6,10.44,5.87,0,0,In-store baked,4,285,8,1,10.44,31.32,17.61,13.71
